en,de
"in this respect, the european union must urgently invest more resources in technological research, aimed, in particular, at an easier and more economical form of extraction of rare earths from electronic waste.","in dieser hinsicht muss die europäische union dringend mehr mittel in die technische forschung investieren, bei der es insbesondere darum gehen muss, eine einfachere und wirtschaftlichere methode der rückgewinnung seltener erden aus elektronikschrott zu entwickeln."
"deputising for the author. - (de) madam president, commissioner, ladies and gentlemen, a few days ago, i was sitting down with a group of journalists talking about matters that were particularly close to my heart this autumn.","im namen d. verf. - frau präsidentin, herr kommissar, werte damen und herren! vor einigen tagen habe ich mit einer gruppe journalisten zusammengesessen, und wir haben uns über die themen unterhalten, die mir in diesem herbst besonders am herzen liegen."
"since writing the report, i have been heartened to notice that a number of national governments, as well as leading agricultural organisations, have called for simplification of the common agricultural policy.","seit dem aufsetzen des berichts habe ich mit genugtuung festgestellt, dass eine vielzahl nationaler regierungen sowie führende landwirtschaftsorganisationen eine vereinfachung der gemeinsamen agrarpolitik gefordert haben."
i mentioned earlier the issue of mobility and i am thinking in particular of visa facilitation: i want to encourage member states' consulates in minsk to facilitate the delivery of visas as an ad hoc measure in the interests of belarusian citizens.,"ich hatte zuvor das thema mobilität angesprochen, und ich denke dabei vor allem an visaerleichterungen: ich möchte die konsulate der mitgliedstaaten in minsk dazu auffordern, die ausstellung von visa zu erleichtern, als ad-hoc-maßnahme im interesse der belarussischen bürgerinnen und bürger."
"there are still a substantial number of households today that have no access to any type of energy. it is true that, although we have been discussing the issue for 20 years, substantial investment in the energy sector or energy service provision have not been delivered to hundreds of millions of people, particularly in sub-saharan africa.","es gibt noch immer eine beträchtliche anzahl an haushalten, die keinen zugang zu energie haben, gleich welcher art. es trifft zu, dass, obwohl wir dieses problem seit 20 jahren diskutieren, wesentliche investitionen in den energiesektor oder energiedienstleistungen bei mehreren hundert millionen menschen nicht angekommen sind, und dies gilt besonders für das afrika südlich der sahara."
"the use of plasma as an excipient in medicinal products coming from countries which have had no confirmed cases of new variant cjd is a recommended precautionary measure and the wording used of 'imported blood between member states' is totally lacking in clarity, i suggest.","die verwendung von plasma als hilfsstoff in medizinischen erzeugnissen aus ländern, die noch keine fälle von neuen varianten von cjk bestätigt haben, ist eine empfohlene vorsichtsmaßnahme, und die formulierung ""importiertes blut zwischen den mitgliedstaaten"" ist völlig unklar, meine ich."
"therefore, not only must the commission's negotiating mandate relate to the convention itself, to all the protocols and agreements already enshrined by the charter of fundamental rights, but we must make a commitment very quickly to accede to all the legal instruments of the echr in order to have a coherent system for the protection of human rights.","daher muss sich das verhandlungsmandat der kommission nicht nur auf die konvention selbst und auf alle bereits durch die charta der grundrechte festgeschriebenen protokolle und abkommen beziehen, sondern wir müssen uns auch dazu verpflichten, diesen rechtsinstrumenten der emrk so rasch wie möglich beizutreten, um ein kohärentes system zum schutz der menschenrechte zu erreichen."
"there was what the report calls an ""initial contract' between these members and the governing authorities of the european movement which stated, in particular, that ""the essential objective of the new electoral law should be to bring the electorate closer to the elected (an extraordinary slip, incidentally) by breaking up the framework of the single national constituency' (page 13).","zwischen diesen mitgliedern und den entscheidungsinstanzen des mouvement européen besteht ein im bericht als solcher bezeichneter ""initialvertrag"" , der insbesondere präzisiert, daß das hauptziel des neuen wahlgesetzes darin liegen müsse, die wähler den gewählten vertretern näherzubringen (ein außerordentlicher lapsus, nebenbei bemerkt), indem der rahmen eines einzigen nationalen wahlgebietes aufgebrochen wird (seite 13)."
"you are asking for the removal of all references to groups which are particularly subjected to discrimination today: third-country nationals, relatives of any nationality, common law spouses, workers with precarious contracts who are seeking work, migrant workers, students, pensioners, unemployed persons.","sie fordern die streichung von allen bezugnahmen auf heute besonders diskriminierte personengruppen: angehörige von drittstaaten, familienangehörige unabhängig von ihrer nationalität, nicht verheiratete partner, arbeit suchende arbeitnehmer mit prekären verträgen, wanderarbeitnehmer, studenten, rentner, nichterwerbstätige."
"this is particularly true where there is no real reason for asylum and, after a process lasting years, the applicant suddenly claims the right of residence on humanitarian grounds.","vor allem weil man dann, wenn kein wirklicher asylgrund vorliegt, nach jahrelangem verfahren plötzlich nach einem humanitären aufenthaltsrecht ruft."
"madam commissioner, it is probable that the change taking place in dg xxiv to safeguard the safety of food is a step in the right direction, since there is provision for a risk analysis unit whose basic objective is to analyze the risks to human health that each of these products represents.","frau kommissarin, wahrscheinlich geht der sinneswandel, der in der gd xxiv im hinblick auf die gewährleistung der lebensmittelsicherheit derzeit zu beobachten ist, in die richtige richtung, denn es ist eine stelle zur risikoanalyse vorgesehen, deren grundlegende aufgabe darin besteht, die risiken jedes dieser produkte für die menschliche gesundheit zu untersuchen."
"in response to the important question which deals with imports of genetically modified products from the united states or canada, in accordance with the clauses of article 43 of directive 90/220/eec, the member states are bound to see that this directive is observed, in other words they are responsible for monitoring the conformity of products containing genetically modified organisms which appear on the market in the european union, and must see that the relevant authorities organize inspections and, if necessary, other control measures in an adequate way.","in beantwortung der wichtigen frage zur einfuhr von genetisch veränderten produkten aus den usa bzw. kanada sind gemäß den bestimmungen von artikel 43 der richtlinie 90/220/ewg die mitgliedstaaten gehalten, für die einhaltung der besagten richtlinie zu sorgen, d. h. sie sind dafür verantwortlich, daß produkte, die gvo enthalten und die auf dem markt der europäischen union eingang finden, auf ihre entsprechung mit den geltenden normen überprüft werden, und sie müssen dafür sorgen, daß die entsprechenden behörden angemessene inspektionen durchführen und gegebenenfalls zusätzliche kontrollmaßnahmen anwenden."
"since the bse crisis, consumers no longer find it acceptable for animals to be systematically fed with foods that invariably contain antibiotics. the risks are obvious according to recent who studies which show that, as we have already heard, the systematic use of antibiotics during fattening can have harmful effects, such as the emergence of strains of bacteria which have become resistant to antibiotics and are very difficult to eliminate.","nach der bse-krise können es die verbraucher nicht mehr nachvollziehen, daß tiere systematisch mit nahrungsmitteln gefüttert werden, die durchweg antibiotika enthalten, obwohl doch die gefahren offensichtlich sind, wie die jüngsten studien der who zeigen, die belegen, daß der systematische einsatz von antibiotika in den mastphasen - wie bereits gesagt wurde - negative auswirkungen haben kann, wie etwa die entstehung von bakterienstämmen, die gegen antibiotika resistent werden und sehr schwer auszumerzen sind."
"one thing is clear in relation to the question which we are discussing today: when manufacturers make an application, they have to give not only technical information but also details of residues and indicate whether risks to human health may arise from the use of antibiotics.","für die frage, die wir heute diskutieren, gilt eines ganz klar: die hersteller müssen in ihrem antrag neben technischen informationen auch auskunft über die rückstände geben sowie darüber, ob sich aus der anwendung der antibiotika risiken für die menschliche gesundheit ergeben können."
"we want preventive measures, by which i mean measures relating to container loading and stowage methods and to the scope to build into containers - and this can be done in satisfactory economic conditions - a beacon that will enable lost containers to be located and, therefore, either avoided by vessels - thus saving human lives - or retrieved if they contain toxic substances.","das kann in wirtschaftlich tragfähiger form erfolgen. wir wollen eine bake, die die ortung verloren gegangener container ermöglicht, damit ihnen schiffe ausweichen oder sie wiederaufgefunden werden können, wenn sie toxische substanzen beinhalten."
"this is more a time when the safety valves or lifebuoys will have to operate as written in the explanatory statement, and the community response will seek to do just that, after bilateral rescheduling has exhausted its virtues as a remedy, also strengthening the dependence relations resolving real problems of indebtedness to a far greater extent.","nun befinden wir uns offensichtlich in einer situation, in der sich zeigen muß, ob die sicherheitsventile oder rettungsanker, wie es in der begründung heißt, tatsächlich funktionieren. dies ist ganz bestimmt auch im sinne der gemeinschaft insgesamt, nachdem die immer wieder neuen verhandlungen auf bilateraler ebene nichts mehr gebracht haben."
"i therefore consider it important that it has been possible to reach an agreement, after nearly two years of negotiations, that will enable this type of passenger to benefit from an entire set of rights, particularly in terms of assistance in the event of accidents, delays, cancellations, refunds, etc., at the same time as special attention is paid to the rights of people with disabilities and reduced mobility.","deshalb halte ich es für wichtig, dass nach nahezu zweijährigen verhandlungen eine einigung erzielt werden konnte, durch die es diesen passagieren möglich sein wird, einen gesamten bestand von rechten in anspruch zu nehmen, insbesondere in bezug auf die hilfeleistung bei unfällen, verspätungen, annullierungen, rückerstattungen usw., während die rechte der menschen mit behinderungen und mit eingeschränkter mobilität besondere berücksichtigung finden."
"we must aim to reduce the level of co2 emissions as much as possible, and therefore it is very important to set an emissions target for vehicles given their negative impact on the environment and human health.","unser ziel muss es sein, co2-emissionen bestmöglich zu verringern. deshalb ist es sehr wichtig, eine emissionsgrenze für fahrzeuge angesichts ihrer negativen auswirkungen auf die umwelt und die menschliche gesundheit festzulegen."
"with regard to bioethics, international legislation declares itself in favour of the patenting of human and animal genes, even though products derived from nature, including animals raised for agricultural purposes, are all treated as ""similar products' whatever their method of production - hyper-intensive livestock farming, environmental degradation and so on.","in bezug auf die bioethik wird im rahmen des internationalen rechts die patentierung von menschlichen und tierischen genen befürwortet, während die produkte der natur, einschließlich von tieren und landwirtschaftlichen erzeugnissen, unabhängig vom produktionsverfahren (intensive tierzucht, umweltschädigung usw.), alle als ""ähnliche produkte"" behandelt werden."
"madam president, just to clarify something to start with: we have been discussing the eurodac report, that is to say, a system of control on the member states' responsibility for dealing with asylum and combating asylum abuse, for almost a year now and in spring this year the social democrats and the greens, and others at the last minute, although they had previously been in favour of the introduction of the system, changed tack and came out against the introduction of eurodac, then in the form of the convention and the protocol.","frau präsidentin! zur klarstellung vorab eines: wir diskutieren über den bericht eurodac, d. h., ein system der kontrolle über die verantwortlichkeit der mitgliedstaaten für die asylabwicklung und den kampf gegen asylmißbrauch, bereits seit fast einem jahr und haben im frühjahr dieses jahres erlebt, daß die sozialdemokraten mit den grünen und anderen gemeinsam in letzter sekunde, obwohl sie vorher für die einführung des systems waren, einen schwenk vollzogen und sich gegen die einführung von eurodac, damals in form der konvention und des protokolls, ausgesprochen haben."
"that means that the same might happen as in the spring, that the social democrats will suddenly change tack for obscure reasons and suddenly vote against eurodac, then they would bear the entire responsibility for us failing to have a well-ordered european system dealing with asylum or a system to combat abuse.","das heißt, wenn es wieder dazu kommt, daß dasselbe passiert wie im frühjahr, daß die sozialdemokraten plötzlich aus unerfindlichen gründen einen schwenk vollziehen und plötzlich gegen eurodac stimmen, dann würden sie die volle verantwortung dafür tragen, daß wir weiterhin kein geordnetes europäisches system im bereich des asyls und kein system zur mißbrauchsbekämpfung haben."
"this does not just refer to vessels which are actually from cyprus or greece, which would have roused particular interest, but it also refers to european union vessels.","das betrifft nicht nur schiffe aus zypern oder griechenland, bei denen sie ein spezielles interesse haben könnte, sondern auch schiffe der europäischen union."
"but if this pact is supposed to be one which is somehow intended to strike terror into the hearts of, or rather, create difficulties for, the governments led by social democrats, then mr poettering and his group should be made aware that this doesn't just create difficulties for social democrat-led governments, nor does it only create difficulties for governments like that of austria, which also includes a conservative party and a christian people's party, but it causes difficulties for the process of european unification.","wenn aber dieser pakt ein pakt sein sollte, der die kommission bzw. die regierungen, die sozialdemokratisch geführt sind, irgendwie das grauen lehren sollte bzw. schwierigkeiten machen sollte, dann müssen doch herr poettering und seine fraktion wissen, daß dies nicht nur sozialdemokratischen regierungen schwierigkeiten macht, auch nicht nur jenen regierungen, wie zum beispiel der österreichischen, an denen auch eine konservative partei, eine christliche volkspartei beteiligt ist, sondern daß dadurch dem europäischen einigungsprozeß schwierigkeiten gemacht werden."
"our group aims to ensure that human beings are comprehensively protected in the conduct of clinical trials, that all patients have access to therapeutic progress, but also that we have and maintain reliable and innovative framework conditions for research and for the development and production of innovative medicines.","unsere fraktion will erreichen, daß die menschen bei der durchführung einer klinischen prüfung umfassend geschützt werden, daß therapeutischer fortschritt dauerhaft für alle patienten zur verfügung steht, daß aber auch verläßliche, innovationsfreundliche rahmenbedingungen für die forschung, entwicklung und produktion innovativer arzneimittel in europa ermöglicht und erhalten werden."
"however, it is also clear that the different levels - regional, national and cross-border - must work together to define the regions of europe more accurately as a tourism location, particularly in border areas.","aber auch hier ist erkennbar, wie die verschiedenen ebenen - regional, national und grenzüberschreitend - zusammenspielen müssen, um den tourismusstandort der regionen europas genauer zu umreißen, besonders in grenzgebieten."
the commission must take advantage of this extension of the current regulation's validity to carry out an evaluation - with stakeholder involvement - of the impact of the current measures on the vessels applying them and on the ecosystems concerned.,"die kommission muss daher diesen zeitraum, um den die geltungsdauer der derzeitigen verordnung verlängert wurde, nutzen, um mit beteiligung der interessenvertreter die folgenabschätzung der laufenden maßnahmen für die fischereifahrzeuge, die diese maßnahmen anwenden, und für die betroffenen ökosysteme vorzunehmen."
"we did not want the statement that docosahexaenoic acid (dha), a fatty acid found in breast milk, was good for the normal visual development of infants to appear on products for infants.","wir wollten nicht, dass die angabe, docosahexaensäure (dha), eine in der muttermilch enthaltene fettsäure, wäre gut für die normale entwicklung der sehkraft bei säuglingen, auf produkten für säuglinge erscheint."
this particular resolution on a single market for europeans puts the citizen at the heart of our concerns.,diese spezielle entschließung zu einem binnenmarkt für europäer stellt den bürger in den mittelpunkt unserer anliegen.
"for years now, the european parliament has been asking the cuban authorities for democratic reforms that respect human rights.","seit jahren fordert das europäische parlament die kubanische regierung zu demokratischen, die menschenrechte achtende reformen auf."
"it is well-known that the issue of financing instruments, including the question of this instrument promoting democracy and human rights, has been part of an inter-institutional battle for a year.","es ist allgemein bekannt, dass das problem der finanzierungsinstrumente, inklusive der frage bezüglich dieses instruments zur förderung von demokratie und menschenrechten, ein jahr lang teil eines interinstitutionellen konflikts war."
"falsified medicinal products and the illegal trade in medicines are worldwide problems, both for highly developed countries and developing countries, and the problem is becoming increasingly widespread, posing a threat to patients' safety and lives.","gefälschte arzneimittel und der illegale handel mit medikamenten stellen weltweite probleme dar, sowohl für industrieländer als auch für entwicklungsländer. dieses problem breitet sich immer weiter aus und stellt eine bedrohung für die sicherheit und das leben der patienten dar."
"the next item is the report (a5-0065/1999) by mrs breyer, on behalf of the committee on the environment, public health and consumer protection, on the proposal for a european parliament and council directive relating to limit values for benzene and carbon monoxide in ambient air [com(1998) 591 - c4-0135/1999 - 1998/0333(cod)].","nach der tagesordnung folgt die aussprache über den bericht (a5-0065/1999) von frau breyer im namen des ausschusses für umweltfragen, volksgesundheit und verbraucherpolitik über den vorschlag für eine richtlinie des europäischen parlaments und des rates über grenzwerte für benzol und kohlenmonoxid in der luft (kom(1998) 591 - c4-0135/1999 - 1998/0333(cod))."
"the second is that none of us wants advertising for prescription-only medicinal products, and the third is that the information that reaches patients and is disseminated by companies must be checked and approved by the relevant authorities.","der zweite ist, dass niemand von uns möchte, dass werbung für verschreibungspflichtige arzneimittel gemacht wird, und der dritte punkt ist, dass die informationen, die die patienten erreichen und von den unternehmen verbreitet werden, von den zuständigen behörden überprüft und genehmigt werden müssen."
"we must avoid the risk of supposedly scientific information disguising a much less noble intention, which is to influence patients and steer them towards buying a particular medicine.","wir müssen das risiko vermeiden, dass informationen, die vermeintlich wissenschaftlicher natur sind, die viel weniger noble absicht verschleiern, patienten zu beeinflussen und sie dazu zu bringen, ein bestimmtes medikament zu kaufen."
"(it) madam president, commissioner, ladies and gentlemen, the report being discussed is extremely important, since it will enable european legislation on access to information on medicinal products to be harmonised and, above all, because it will ensure that patients obtain more information about prescription medicines.","(it) frau präsidentin, herr kommissar, meine damen und herren, der heute zur debatte stehende bericht ist überaus wichtig, da er die harmonisierung der europäischen rechtsvorschriften zum zugang zu arzneimitteln ermöglicht, und vor allem, weil er sicherstellt, dass patienten mehr informationen über verschreibungspflichtige medikamente erhalten."
"in writing. - the environment committee has made some important improvements to the commission's proposal which, in its original form, would not have prevented all forms of advertising of prescription drugs directly to patients.","schriftlich. - der umweltausschuss hat wichtige verbesserungen zu dem kommissionsvorschlag eingebracht, der in seiner ursprünglichen fassung nicht alle formen unmittelbarer öffentlichkeitswerbung für verschreibungspflichtige arzneimittel verhindert hätte."
"(it) mr president, ladies and gentlemen, over the next few years the challenges accompanying the development of the european agricultural system will be huge: the growing demand for food will have to be met through the sustainable use of natural resources, with a parallel increase in the level of environmental performance.","(it) herr präsident, meine damen und herren! in den nächsten jahren werden die herausforderungen im zusammenhang mit der entwicklung des europäischen agrarsystems enorm sein: die wachsende nachfrage nach lebensmitteln muss durch die nachhaltige nutzung der natürlichen ressourcen und einer gleichzeitigen erhöhung der umweltleistung gedeckt werden."
"this would have resulted in considerable savings for the agricultural budget which might have been earmarked, for example, instead to supporting the income of more farmers, environmentally friendly farming measures, research, setting up young people in farming, farmers' retirement or the promotion of quality export products.","so hätte sich ein großer teil der agrarausgaben sparen lassen, und diesdes geld hätte beispielsweise in einkommensbeihilfen für kleinbetriebe gesteckt werden können, in maßnahmen für den umweltschutz in der landwirtschaft, in forschung, in existenzgründungen, in ruhegehälter für landwirte oder auch in die exportförderung für qualitätsprodukte."
"we must also emphasize the amendments opposing the presence of genetically modified organisms, which have no part in organic agriculture or stock farming, and all those amendments in defence of the rights of animals, particularly those concerning the inevitable aspects of their existence - space, food and humane transport and slaughter.","zudem müssen wir auf die änderungsanträge hinweisen, wonach genetisch veränderte organismen weder im ökologischen landbau noch bei der ökologischen aufzucht verwendet werden dürfen, und auf alle änderungsanträge, die die rechte der tiere und insbesondere ihre lebensbedingungen wie der auslauf, die ernährung, der transport zum schlachthof verteidigen."
"we want to see and allow free trade in these substances but, at the same time, maintain a high level of protection for human health and the environment.","wir möchten, daß diese substanzen frei gehandelt werden, und möchten dies auch zulassen, aber gleichzeitig einen hohen schutz für die gesundheit des menschen und für die umwelt gewährleisten."
"i particularly welcome the introduction of a system of comparative assessment, which will ensure that some of the older biocides are replaced by safe and more environmentally-friendly substances and that new substances do not pose new dangers.","besonders begrüße ich die einführung eines systems zur vergleichenden bewertung, mit dem sichergestellt wird, daß einige der älteren biozide durch sichere und umweltfreundliche substanzen ersetzt werden und daß die neuen stoffe nicht neue gefahren mit sich bringen."
"the cohesion priorities concentrate on the least favoured areas, the so-called low income objective 1 areas. but there is also an effort to assist other areas of the union that have suffered conversion processes and are regenerating their economic fabric or running training programmes for their human resources - for the people - geared towards employment, or for regions dependent on the countryside, so that people can live in a rural environment, work and be assured of services and infrastructures.","kohäsionsprioritäten, die sich auf die am stärksten benachteiligten gebiete, die sogenannten einkommensschwachen ziel-1-gebiete, konzentrieren, mit denen aber auch anstrengungen in anderen gebieten der union unternommen, in denen umstellungsprozesse stattgefunden haben und die dabei sind, ihr wirtschaftsgeflecht oder die ausbildung der humanressourcen, das heißt von menschen, beschäftigungsorientiert zu regenerieren, oder in regionen, die auf den ländlichen raum setzen, damit der ländliche raum zu einem ort wird, an dem die bevölkerung leben kann, wirtschaftliche aktivitäten entwickeln kann und dienstleistungen und infrastrukturen zur verfügung hat."
"(pt) the large number of activities and sectoral policies on the marine environment - from fishing to maritime transport, and including tourism, energy, science and technology, among others - requires an integrated policy that promotes a beneficial interlinking of all these areas within a framework of sustainability of the marine environment, and of preservation of the related ecosystems.","(pt) die hohe anzahl an aktivitäten und sektorpolitiken im bereich der meeresumwelt - von der fischerei zum seeverkehr, einschließlich der sektoren wie tourismus, energie, wissenschaft und technologie - erfordert eine integrierte politik, die all diese bereiche im rahmen der nachhaltigkeit der meeresumwelt und der erhaltung zugehöriger ökosysteme wirksam miteinander verknüpft."
"i hope that serious consideration will be given to this aspect within the context of the funds earmarked for implementing this policy, and that those funds will help strengthen controls thanks to modern surveillance systems such as the global monitoring for environment and security (gmes) services.","ich hoffe, dass dieser aspekt im rahmen der für die umsetzung dieser politik vorgesehenen mittel ernsthaft erwogen wird, und dass diese mittel dank moderner überwachungssysteme, wie der globalen überwachung der umwelt und sicherheit (gmes), zum ausbau der kontrollen beitragen werden."
"however, i believe it is a good thing for patients to be able to enjoy the right to medical treatment in another member state and be reimbursed up to the maximum amount allowed by their own healthcare system.","dennoch halte ich es für gut, dass patienten das recht genießen werden, in einem anderen mitgliedstaat gesundheitsversorgung in anspruch zu nehmen und die kosten dafür bis zu einem höchstbetrag erstattet zu bekommen, der in ihrem eigenen gesundheitssystem erstattungsfähig ist."
i accordingly voted in favour of the report and am confident that it will improve patients' rights across europe.,"dementsprechend habe ich für den bericht gestimmt, und ich bin zuversichtlich, dass er die patientenrechte in ganz europa verbessern wird."
"therefore, i believe that the institutions have a responsibility not to underestimate this disease and to take concrete action to support patients and their families.","daher glaube ich, dass die institutionen verantwortlich sind, diese krankheit nicht zu unterschätzen und konkrete maßnahmen zu ergreifen, um patienten und ihre familien zu unterstützen."
"it is unlikely that we will find a cure in the near future for the disease and its consequences, such as increasing loss of memory and of other higher brain functions, which lead to a state of complete dependence on others.",alzheimer mit seinen folgen wie fortschreitender gedächtnisverlust und verlust weiterer höherer hirnfunktionen bis hin zum vollständigen verlust der eigenständigkeit wird also auf lange zeit unheilbar bleiben.
"i voted in favour of the report on a european initiative on alzheimer's disease, as it will help to improve the quality of life of patients and their relatives and reduce inequalities between the member states in terms of prevention, access to treatment and the provision of suitable services to patients suffering from dementia.","ich habe für den bericht über die europäische initiative zur alzheimer-krankheit gestimmt, da sie helfen wird, die lebensqualität der patienten und ihrer angehörigen zu verbessern und die ungleichheiten zwischen den mitgliedstaaten im hinblick auf die prävention, den zugang zur behandlung und das angebot geeigneter gesundheitsdienste für an demenzerkrankungen leidende patienten zu verbessern."
"the aim of this report is to improve the current situation; the basic objectives which it sets are promoting early diagnosis and prevention and improving the quality of life of patients, a solidarity-based and uniform response between the various states, from research through to medical treatment, and enhancing the dignity of patents throughout their treatment.","ziel dieses berichts ist es, die gegenwärtige situation zu verbessern; die grundlegenden zielsetzungen des berichts sind die förderung der frühdiagnose und die verbesserung der lebensqualität, eine solidarische und einheitliche reaktion der verschiedenen staaten, von der forschung bis zur medizinischen behandlung, und die stärkung der würde der patienten während des verlaufs ihrer behandlung."
"in the light of these facts, which are well reported in this document, it is necessary to develop not just specific national plans and strategies for alzheimer's disease, which are essential, but also an instrument at european level that promotes the effective coordination of european research in this area.","angesichts dieser tatsachen, die in diesem dokument gut wiedergegeben werden, ist es notwendig, nicht nur spezifische nationale pläne und strategien für die alzheimer-krankheit zu entwickeln, die entscheidend sind, sondern auch ein instrument auf europäischer ebene, das die wirksame koordinierung der europäischen forschung in diesem bereich fördert."
"i would also highlight the stress placed on early diagnosis, the training of professionals, support for families and public information campaigns, all in order to guarantee these patients the provision of healthcare according to best practice.","ich möchte außerdem die bedeutung der frühdiagnose, der ausbildung für die fachkräfte, der unterstützung für die angehörigen und öffentlicher informationskampagnen hervorheben, um durch alle diese maßnahmen die medizinische versorgung durch die nutzung empfehlenswerter verfahren zu garantieren."
"i endorsed the european parliament resolution calling, in particular, on the member states to take steps to help slow down the disease's progression in sufferers - such as promoting healthy lifestyles and ensuring that medication is available to all sufferers - to establish specialist centres, to provide satisfactory medical equipment nationwide, and to draw up strategic action plans for research in this area.","ich habe die entschließung des europäischen parlaments unterstützt, welche die mitgliedstaaten auffordert, schritte zu unternehmen, um den progressiven verlauf dieser krankheit für die darunter leidenden zu verlangsamen - wie etwa durch die förderung eines gesunden lebensstils und durch ein gesichertes angebot an arzneimitteln für alle leidenden - fachzentren einzurichten, auf nationaler ebene für eine ausreichende medizinische ausrüstung sorge zu tragen und strategische aktionspläne für die forschung auf diesem gebiet auszuarbeiten."
one of the questions we are asking is: what is the commission doing to further strengthen the particularly successful financial instruments in future for small and medium-sized companies?,"eine der fragen, die wir stellen, ist: was tut die kommission, um finanziell besonders erfolgreiche instrumente auch in zukunft für die kleinen und mittleren unternehmen weiter zu stärken?"
"for it would have inflicted great damage on the european union if in this year of all years, the 50th anniversary of the un universal declaration of human rights, and in this particular week, when we are awarding the sakharov prize for the tenth time, there had been difficulties here.","denn es wäre wirklich ein schaden für die europäische union gewesen, wenn es ausgerechnet im 50. jahr der allgemeinen menschenrechtserklärung der uno und in dieser woche im 10. jahr der verleihung des sacharow-preises hier schwierigkeiten gegeben hätte."
"in particular, the domain of intellectual property rights requires clear and fair treatment because it is unacceptable, from a human rights perspective, to threaten the fundamental rights of the poorest inhabitants of developing countries, including the right of access to generic medicines and health care.","insbesondere der bereich der rechte des geistiges eigentums erfordert eine klare und faire behandlung, denn es ist inakzeptabel, aus der perspektive der menschenrechte, die grundrechte der ärmsten einwohner von entwicklungsländern zu bedrohen, darunter das recht auf zugang zu generika und gesundheitsversorgung."
"having made one concession after another, we are now back at square one and, in the name of the cast iron logic of the budgetary stability pact, we now have the following situation: firstly, estimates and financial requirements for the reconstruction of kosovo which have mysteriously dropped from eur 500 million - the figure put forward by the commission, the world bank, the member states and the media - to 420 and then to some 300 million; secondly, a reduction in the appropriations which we voted for east timor and for the victims of the earthquakes in turkey; thirdly, cuts in appropriations for cooperation, food aid and aid to palestine and the countries of the southern mediterranean, the tacis programme for eastern europe and support for human rights and, lastly, cuts totalling some eur 2 billion in payment appropriations.","nach einer reihe von zugeständnissen sehen wir uns nun im namen der eisernen logik des haushaltsstabilitätspaktes erstens mit einem voranschlag und einem finanzbedarf für den wiederaufbau des kosovo konfrontiert, die sich auf mysteriöse weise von den von der kommission, der weltbank, den mitgliedstaaten und den medien angegebenen 500 millionen euro zunächst auf 420 und dann auf einige 300 millionen verringert haben, zweitens mit einer kürzung der haushaltsmittel, die wir für osttimor und für die opfer der erdbeben in der türkei angenommen hatten, drittens mit streichungen bei den für zusammenarbeit, nahrungsmittelhilfe, die hilfe für palästina und die südlichen mittelmeerländer, das programm tacis für osteuropa und zur unterstützung der menschenrechte vorgesehenen haushaltsmittel und schließlich mit streichungen von insgesamt etwa 2 milliarden bei den mitteln für zahlungsermächtigungen."
"in particular, i hope that there will be more research into how chemicals that hinder the development of the nervous system might contribute to the incidence of alzheimer's and the risk of other diseases that cause deterioration of the nervous system.","vor allem hoffe ich, dass verstärkt erforscht wird, inwiefern chemikalien, die die entwicklung des nervensystems hemmen, möglicherweise an dem auftreten der alzheimer-krankheit und dem risiko anderer krankheiten, die sich negativ auf das nervensystem auswirken, beteiligt sind."
"i support the rapporteur's opinion stating that this situation must change as this will be beneficial for human health, as well as for the environment and biodiversity.","ich unterstützte die meinung des berichterstatters, dass sich diese situation ändern muss, da dies vorteile für menschliche gesundheit sowie für die umwelt und artenvielfalt haben wird."
"in particular, i heard you express your reticence regarding indiscriminate increases in public spending and your preference for an environment that is favourable to enterprises.","insbesondere haben sie ihre abneigung gegen die willkürliche anhebung der öffentlichen ausgaben zum ausdruck gebracht und erklärt, dass sie ein umfeld vorziehen, das unternehmen begünstigt."
"we have seen that it is important to stress the need for a scientific information infrastructure, a database, a surveillance system, and - since it is essential to be able to combat these rare diseases - an information distribution network, with the involvement of the relatives, ngos and bodies which help these patients, so that progress can be made towards better cooperation within society.","es muß eine datenbank, ein überwachungs- und ein informationssystem (da dies für die bekämpfung seltener krankheiten unabdingbar ist) geben. die familienangehörigen, die nichtregierungsorganisationen und die organisationen, die den erkrankten auf verschiedene weise hilfe bieten, müssen beteiligt werden, um eine bessere zusammenarbeit der gesellschaft zu erreichen."
in writing. - the eplp wholeheartedly supports the report aimed at amending directive 2000/75/ec with a view to allowing the use of inactivated vaccines against bluetongue outside areas subject to animal movement restrictions.,"schriftlich. - die labour party im europäischen parlament unterstützt den bericht zur änderung der richtlinie 2000/75/eg mit blick auf die zulassung der verwendung inaktivierter impfstoffe außerhalb von gebieten, in denen beschränkungen für die verbringung der tiere verhängt wurden, voll und ganz."
"the rapporteur has done an excellent job, of which i heartily approve.","unser berichterstatter hat eine hervorragende arbeit geleistet, die nur meine zustimmung finden kann."
"beware, ladies and gentlemen of the commission, because it is incomprehensible that we should spend so much time perfecting legal documents and guideline texts, and yet allow a poisonous, discriminatory message to be conveyed by attractive advertising and injected into the veins of thousands and millions of europeans.","aufgepaßt, meine damen und herren kommissare, warum versteht keiner, daß wir auf der einen seite manchmal gesetzes- und regelwerktexte bis ins endlose verbessern und auf der anderen seite zulassen, daß eine giftige, diskriminierende werbung millionen von europäern mit ansprechenden botschaften verseucht."
